UUID,mainThumbURL,imageLicense,dataSource,wikidataQID
5907d81b-1028-5b01-9b8f-2b00c5928243,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2Fc6f25b285405e3bb32d8eef65502aa82,,proxy-csv,
f0881a27-ab83-56eb-809c-41cbffb950c0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/ThirteenTowersOfChanquilloFromFortress.JPG/330px-ThirteenTowersOfChanquilloFromFortress.JPG,,wikipedia-en,
93de1fae-884e-563c-bf6b-781159766e18,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2F8c5c2f65d273e90baf2396196e845364,,proxy-csv,
8d661b34-a5a5-50ee-a638-e6eadf0a14ba,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Republic_of_Korea_%28orthographic_projection%29.svg/langfr-330px-Republic_of_Korea_%28orthographic_projection%29.svg.png,,wikipedia-fr,
3434b9e5-047c-55ad-b498-8368fb6b40dd,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2F8faa40ce7f13c42adf9049ee642ff12b,,proxy-csv,
36056e4f-db0b-5c64-898e-1f9e7a726cb5,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Archimandrites_of_Solovki_return_to_the_monastery.png/330px-Archimandrites_of_Solovki_return_to_the_monastery.png,Public domain,commons-category,Q205711
01041ad3-940d-5b52-949b-e77d26ae1d96,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Flag_of_Russia.svg/langes-330px-Flag_of_Russia.svg.png,,wikipedia-es,
7f863145-aa2a-5460-88cc-9d7b32c3619e,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2Ffa3729e244e71637a54f3e415f9a3757,,proxy-csv,
8ce25c7b-f66f-5c1e-a5ee-e0f0b60ea857,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Danseurs_Bassari_%C3%A0_K%C3%A9dougou.jpg/330px-Danseurs_Bassari_%C3%A0_K%C3%A9dougou.jpg,,wikipedia-de,
0d936a45-4efa-5cc3-897d-03c456106881,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Dolmen_de_Menga_Antequera20.jpg/330px-Dolmen_de_Menga_Antequera20.jpg,,wikipedia-fr,
